Region,city,facility_ID,Facilitylicensingtypearname,Facilityclassificationtypearname,Floorscount,RegularRoomsCount,Regularsuitescount,DeluxeSuitesCount,ParkingsCount
0xAC74FF4D4970594073FA53FADA19CB1C,0xAE122BD41CF19F6CAB1DB999F9BEAE99,3477,وحدات سكنية مفروشة,درجة ثالثة,6,17,24,8,60
0xAC74FF4D4970594073FA53FADA19CB1C,0xD8A12844E0C2E8B915366C2529EC1DEE,3478,وحدات سكنية مفروشة,درجة رابعة,4,22,14,4,50
0xAC74FF4D4970594073FA53FADA19CB1C,0x6D047DFCA03C302297E138D627E1990B,3479,المنتجعات,نجمة واحدة,1,5,10,2,20
0x94F0C94E071AAA9D670BB26FB7DB0F99,0x80968F2CE17E3EB9136F67B67F4701C5,3481,وحدات سكنية مفروشة,درجة رابعة,2,8,8,0,0
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xE93779C418A38F79AC92483CD63CF3CE,3482,فندق,خمسة نجوم,11,51,22,9,46
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xFB7D7159FAF621E2717A3E45E9B53E77,3483,فندق,نجمتان,13,84,0,0,0
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xFB7D7159FAF621E2717A3E45E9B53E77,3484,فندق,خمسة نجوم,47,1474,104,47,100
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xE93779C418A38F79AC92483CD63CF3CE,3485,فندق,خمسة نجوم,14,288,15,27,70
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xFB7D7159FAF621E2717A3E45E9B53E77,3489,فندق,خمسة نجوم,26,444,31,38,40
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xFB7D7159FAF621E2717A3E45E9B53E77,3490,فندق,ثلاثة نجوم,16,100,96,15,200
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xFB7D7159FAF621E2717A3E45E9B53E77,3492,فندق,نجمة واحدة,14,90,0,0,6
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xFB7D7159FAF621E2717A3E45E9B53E77,3493,فندق,ثلاثة نجوم,14,182,14,0,1
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xFB7D7159FAF621E2717A3E45E9B53E77,3494,فندق,ثلاثة نجوم,16,283,22,0,22
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xFB7D7159FAF621E2717A3E45E9B53E77,3495,فندق,نجمة واحدة,13,64,1,0,0
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xE93779C418A38F79AC92483CD63CF3CE,3498,وحدات سكنية مفروشة,درجة رابعة,6,54,20,3,26
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xFB7D7159FAF621E2717A3E45E9B53E77,3499,وحدات سكنية مفروشة,درجة رابعة,2,10,15,0,10
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xE93779C418A38F79AC92483CD63CF3CE,3500,وحدات سكنية مفروشة,درجة رابعة,6,15,25,0,20
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xFB7D7159FAF621E2717A3E45E9B53E77,3501,وحدات سكنية مفروشة,درجة رابعة,5,50,32,0,40
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,3502,وحدات سكنية مفروشة,درجة ثانية,4,1,17,1,19
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,3503,وحدات سكنية مفروشة,درجة ثالثة,5,9,18,0,27
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,3504,وحدات سكنية مفروشة,درجة رابعة,7,6,23,17,23
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,3505,النزل السياحية,درجة ثالثة,1,3,1,3,100
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,3506,الشقق الفندقية,خمسة نجوم,4,20,10,8,101
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,3507,وحدات سكنية مفروشة,درجة رابعة,3,0,15,0,12
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,3508,وحدات سكنية مفروشة,درجة رابعة,3,0,9,0,9
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,3509,وحدات سكنية مفروشة,درجة ثانية,3,4,12,8,12
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,3510,وحدات سكنية مفروشة,درجة رابعة,3,5,9,0,14
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,3511,وحدات سكنية مفروشة,درجة رابعة,4,47,3,0,32
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,3512,وحدات سكنية مفروشة,درجة رابعة,2,19,19,0,50
0x2B9EF58D376B99838B5C594123836DEB,0x2DD4EDAFCE7EA517E0C579521C0BFA87,3513,وحدات سكنية مفروشة,درجة رابعة,3,6,5,3,24
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,3514,وحدات سكنية مفروشة,درجة رابعة,4,3,30,4,37
0x2B9EF58D376B99838B5C594123836DEB,0x2BA442BA56DDC08C3E209FF707C74838,3515,وحدات سكنية مفروشة,درجة رابعة,2,6,3,1,1
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,3516,وحدات سكنية مفروشة,درجة رابعة,3,0,32,1,22
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,3518,النزل السياحية,درجة رابعة,2,8,0,0,12
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,3519,الشقق الفندقية,ثلاثة نجوم,4,12,24,38,74
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,3520,الشقق الفندقية,ثلاثة نجوم,3,8,30,6,48
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,3521,الشقق الفندقية,ثلاثة نجوم,16,25,25,26,50
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,3522,الشقق الفندقية,ثلاثة نجوم,3,8,26,9,30
0x50AF8B3517DD18265275800816D863F9,0x6E90A46C1BA204D5D0934162F4730A2C,3523,فندق,نجمتان,4,10,7,10,20
0x50AF8B3517DD18265275800816D863F9,0x6E90A46C1BA204D5D0934162F4730A2C,3524,وحدات سكنية مفروشة,درجة رابعة,3,20,0,0,12
0x50AF8B3517DD18265275800816D863F9,0xCF94E919A415A17085887BF34FA8681A,3525,وحدات سكنية مفروشة,درجة رابعة,1,2,7,0,9
0x50AF8B3517DD18265275800816D863F9,0x3AB7FAFD4F22EF947C8D126A7BB1594B,3526,وحدات سكنية مفروشة,درجة رابعة,4,24,24,0,10
0x50AF8B3517DD18265275800816D863F9,0x6E90A46C1BA204D5D0934162F4730A2C,3527,وحدات سكنية مفروشة,درجة رابعة,2,8,4,4,20
0x50AF8B3517DD18265275800816D863F9,0x6E90A46C1BA204D5D0934162F4730A2C,3528,وحدات سكنية مفروشة,درجة رابعة,4,39,18,0,60
0x50AF8B3517DD18265275800816D863F9,0xE05A0FCA5A6B16B6BE85981BE3EFE90A,3529,وحدات سكنية مفروشة,درجة رابعة,3,4,4,4,12
0x50AF8B3517DD18265275800816D863F9,0xE05D27F203D01B64D076A65AC5DC797F,3530,النزل السياحية,درجة رابعة,1,0,7,0,10
0xFF0D21557DC36EEF691F12D93326C1BF,0x68F56387F887D1F23BFFED0EB237D652,3531,فندق,ثلاثة نجوم,6,164,16,0,2
0x803149F1E368CB2182E737150D71BA0D,0xAC6ABD64BFFB8ECFE77AD53379D6C25F,3532,وحدات سكنية مفروشة,درجة ثانية,2,9,15,3,20
0x803149F1E368CB2182E737150D71BA0D,0x88F16E4947EF801559AEDEA8FA07E290,3533,النزل السياحية,درجة ثانية,1,1,7,9,17
0xF49CCC680A29B6B3C19B1F6A05E16157,0x86BF6918BC4776F26A26022D1C4A5C14,3535,وحدات سكنية مفروشة,درجة رابعة,6,26,0,0,13
0xF49CCC680A29B6B3C19B1F6A05E16157,0x5EF2AC9662D6047B7484E6B02DB06A66,3536,وحدات سكنية مفروشة,درجة ثانية,4,7,7,6,20
0xF49CCC680A29B6B3C19B1F6A05E16157,0x86BF6918BC4776F26A26022D1C4A5C14,3537,وحدات سكنية مفروشة,درجة رابعة,2,36,0,0,20
0xF49CCC680A29B6B3C19B1F6A05E16157,0x86BF6918BC4776F26A26022D1C4A5C14,3538,وحدات سكنية مفروشة,درجة رابعة,5,56,0,0,35
0xF49CCC680A29B6B3C19B1F6A05E16157,0x7F510B0C3077BDFD72826F4B73F9BB00,3539,وحدات سكنية مفروشة,درجة ثالثة,3,0,23,0,20
0xF49CCC680A29B6B3C19B1F6A05E16157,0xFB1FF08ED0B97DEFA00FF1D426936F36,3540,وحدات سكنية مفروشة,درجة ثالثة,5,22,0,0,10
0xF49CCC680A29B6B3C19B1F6A05E16157,0x86BF6918BC4776F26A26022D1C4A5C14,3541,وحدات سكنية مفروشة,درجة رابعة,3,30,0,0,30
0xF49CCC680A29B6B3C19B1F6A05E16157,0xB47EC74C1A46911FBEBF491AE205FB60,3542,وحدات سكنية مفروشة,درجة ثالثة,4,20,45,3,2
0xF49CCC680A29B6B3C19B1F6A05E16157,0xE673DAF69F82D37163135840C1EADAE0,3544,فنادق الطرق (الموتيلات),نجمتان,2,16,6,0,32
0xF49CCC680A29B6B3C19B1F6A05E16157,0x7F510B0C3077BDFD72826F4B73F9BB00,3545,الشقق الفندقية,أربعة نجوم,5,15,20,24,44
0xF49CCC680A29B6B3C19B1F6A05E16157,0x7F510B0C3077BDFD72826F4B73F9BB00,3546,الشقق الفندقية,ثلاثة نجوم,8,13,58,4,85
0x9351116F8E9D50190BB897B2EF710D5B,0x612D3FD9242C25381A7D11035421AABC,3549,وحدات سكنية مفروشة,درجة رابعة,4,10,12,2,30
0x9351116F8E9D50190BB897B2EF710D5B,0xFFE12840FE9A2B2ECD8E773E91842EBC,3550,وحدات سكنية مفروشة,درجة رابعة,4,9,27,1,40
0x9351116F8E9D50190BB897B2EF710D5B,0x295A0463656DA6FEB8F6226BE9B0173C,3551,وحدات سكنية مفروشة,درجة رابعة,3,11,8,6,25
0x9351116F8E9D50190BB897B2EF710D5B,0x9CC7F95AD0F125F83EB8E37B27D46C45,3552,وحدات سكنية مفروشة,درجة ثالثة,5,3,3,1,20
0x9351116F8E9D50190BB897B2EF710D5B,0xFFB67B4201D34AF58551829CE1BF276E,3553,وحدات سكنية مفروشة,درجة ثالثة,7,18,36,0,40
0x9351116F8E9D50190BB897B2EF710D5B,0x295A0463656DA6FEB8F6226BE9B0173C,3554,وحدات سكنية مفروشة,درجة رابعة,3,13,5,4,18
0x9351116F8E9D50190BB897B2EF710D5B,0x138C33D9F5C2545754DDC8B5AA806C51,3555,وحدات سكنية مفروشة,درجة رابعة,4,0,12,9,2
0x9351116F8E9D50190BB897B2EF710D5B,0x9CC7F95AD0F125F83EB8E37B27D46C45,3556,وحدات سكنية مفروشة,درجة رابعة,2,10,12,0,16
0x9351116F8E9D50190BB897B2EF710D5B,0xFFB67B4201D34AF58551829CE1BF276E,3557,الشقق الفندقية,نجمتان,6,4,20,8,32
0x9351116F8E9D50190BB897B2EF710D5B,0xA2A253D8746D8204BE0FCC7CB5F3288D,3558,الشقق الفندقية,نجمتان,4,10,10,3,23
0xF05A01614FFEA96C2D5844A0171AC09D,0xA92BFA11323877E9171133091809C256,3559,وحدات سكنية مفروشة,درجة رابعة,7,37,24,1,62
0xF05A01614FFEA96C2D5844A0171AC09D,0xA92BFA11323877E9171133091809C256,3560,الشقق الفندقية,نجمتان,3,4,27,15,28
0x685E31AF317A2CD0F6114C6C926FCDF7,0x9A94410A05428F489F346D404D2823AC,3561,وحدات سكنية مفروشة,درجة رابعة,3,3,28,3,2
0xB589F43B919254846B7098154FA77DA6,0x5F42688E6E98C88D674EF5FDA638D27B,3563,فندق,نجمة واحدة,3,29,2,8,50
0xB589F43B919254846B7098154FA77DA6,0x14DCA1A1C39187553B08EAB8B4B2DA4E,3564,فندق,ثلاثة نجوم,5,9,14,13,29
0xB589F43B919254846B7098154FA77DA6,0xA496A5F358E4B93EFBCFA943233A056B,3565,فندق,نجمة واحدة,2,12,2,0,3
0xB589F43B919254846B7098154FA77DA6,0x56ED3FDFBC91D2F9774534B418FC1957,3566,وحدات سكنية مفروشة,درجة رابعة,4,0,16,16,30
0xB589F43B919254846B7098154FA77DA6,0xA2520168885D816F16B5C028C8F60B68,3567,وحدات سكنية مفروشة,درجة رابعة,1,16,0,0,0
0xB589F43B919254846B7098154FA77DA6,0xA496A5F358E4B93EFBCFA943233A056B,3568,وحدات سكنية مفروشة,درجة رابعة,1,4,0,0,4
0xB589F43B919254846B7098154FA77DA6,0xA496A5F358E4B93EFBCFA943233A056B,3569,النزل السياحية,درجة ثالثة,3,12,0,10,15
0x3902A9082755502A7C94656FA29CD204,0x4B0BBC30F53129966476FB4CFB725DE8,3570,وحدات سكنية مفروشة,درجة ثانية,4,3,12,4,18
0xAC74FF4D4970594073FA53FADA19CB1C,0xAE122BD41CF19F6CAB1DB999F9BEAE99,3571,المنتجعات,نجمة واحدة,1,4,7,0,10
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xE93779C418A38F79AC92483CD63CF3CE,3572,فندق,نجمتان,10,160,0,0,22
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xE93779C418A38F79AC92483CD63CF3CE,3573,فندق,نجمتان,10,170,0,0,20
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xFB7D7159FAF621E2717A3E45E9B53E77,3575,فندق,نجمتان,13,90,0,0,0
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xFB7D7159FAF621E2717A3E45E9B53E77,3576,فندق,نجمتان,23,63,17,32,1
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xE93779C418A38F79AC92483CD63CF3CE,3579,فندق,نجمة واحدة,10,310,20,0,40
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xFB7D7159FAF621E2717A3E45E9B53E77,3581,فندق,نجمتان,22,236,20,20,51
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xE93779C418A38F79AC92483CD63CF3CE,3582,فندق,نجمة واحدة,10,400,0,0,80
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xE93779C418A38F79AC92483CD63CF3CE,3584,فندق,نجمة واحدة,10,110,20,0,10
0xC6AF9AC6BF1E23A3E62BEEF3A4656DC3,0xFB7D7159FAF621E2717A3E45E9B53E77,3585,وحدات سكنية مفروشة,درجة رابعة,6,0,15,0,15
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,3586,فندق,نجمتان,3,25,25,10,45
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,3587,فندق,نجمة واحدة,4,9,10,1,10
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,3588,وحدات سكنية مفروشة,درجة رابعة,7,18,12,6,25
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,3589,وحدات سكنية مفروشة,درجة رابعة,4,0,22,0,22
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,3590,وحدات سكنية مفروشة,درجة رابعة,6,2,25,6,16
0xB74576283864356637DF64230F3987C8,0x3300CBFE6331C95C60370671564AB40F,3591,وحدات سكنية مفروشة,درجة ثانية,8,14,22,24,62
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,3592,فندق,ثلاثة نجوم,9,0,8,8,131
0x2B9EF58D376B99838B5C594123836DEB,0xD8E888F252F39FA549A0CBC4E5D3621F,3593,فندق,ثلاثة نجوم,16,63,22,4,42
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,3594,فندق,أربعة نجوم,8,244,45,1,200
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,3595,وحدات سكنية مفروشة,درجة رابعة,2,13,6,1,20
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,3596,وحدات سكنية مفروشة,درجة رابعة,4,2,20,0,20
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,3597,وحدات سكنية مفروشة,درجة رابعة,4,0,23,1,25
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,3598,وحدات سكنية مفروشة,درجة رابعة,2,22,0,0,11
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,3599,وحدات سكنية مفروشة,درجة رابعة,4,0,32,0,30
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,3600,وحدات سكنية مفروشة,درجة رابعة,4,23,21,21,21
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,3601,وحدات سكنية مفروشة,درجة رابعة,3,26,26,0,23
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,3602,وحدات سكنية مفروشة,درجة رابعة,4,3,18,0,19
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,3603,وحدات سكنية مفروشة,درجة رابعة,2,1,12,2,7
0x2B9EF58D376B99838B5C594123836DEB,0xD8E888F252F39FA549A0CBC4E5D3621F,3604,وحدات سكنية مفروشة,درجة رابعة,2,1,17,0,17
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,3605,وحدات سكنية مفروشة,درجة رابعة,3,5,20,15,19
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,3606,وحدات سكنية مفروشة,درجة رابعة,3,6,7,6,22
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,3607,وحدات سكنية مفروشة,درجة ثانية,4,18,18,4,20
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,3608,وحدات سكنية مفروشة,درجة رابعة,4,0,31,0,31
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,3609,وحدات سكنية مفروشة,درجة رابعة,3,0,22,0,18
0x2B9EF58D376B99838B5C594123836DEB,0x9BBBDD78073FDBF99B26E4E2CCE5B34F,3610,وحدات سكنية مفروشة,درجة رابعة,3,4,17,0,28
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,3611,وحدات سكنية مفروشة,درجة رابعة,4,12,19,0,31
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,3612,وحدات سكنية مفروشة,درجة رابعة,2,2,19,0,26
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,3613,وحدات سكنية مفروشة,درجة رابعة,5,5,11,0,20
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,3614,وحدات سكنية مفروشة,درجة رابعة,4,18,19,3,40
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,3615,وحدات سكنية مفروشة,درجة رابعة,2,0,18,0,15
0x2B9EF58D376B99838B5C594123836DEB,0xF35C797C88BC2C2B6E7499D05856FA9C,3616,النزل السياحية,درجة رابعة,1,7,0,0,38
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,3617,الشقق الفندقية,ثلاثة نجوم,5,27,26,7,60
0x2B9EF58D376B99838B5C594123836DEB,0x2EA2161686589987BE8DA1CCF9A8EF2E,3619,الشقق الفندقية,أربعة نجوم,13,74,127,4,320
0x2B9EF58D376B99838B5C594123836DEB,0x667C0CE57042E017A3A04D418197E210,3620,الشقق الفندقية,ثلاثة نجوم,3,32,21,7,70
0x50AF8B3517DD18265275800816D863F9,0x6E90A46C1BA204D5D0934162F4730A2C,3621,وحدات سكنية مفروشة,درجة رابعة,3,6,8,8,18
0x50AF8B3517DD18265275800816D863F9,0x6E90A46C1BA204D5D0934162F4730A2C,3622,وحدات سكنية مفروشة,درجة رابعة,5,1,13,13,9
0x50AF8B3517DD18265275800816D863F9,0x3AB7FAFD4F22EF947C8D126A7BB1594B,3623,وحدات سكنية مفروشة,درجة رابعة,4,7,28,4,38
0x50AF8B3517DD18265275800816D863F9,0x6E90A46C1BA204D5D0934162F4730A2C,3625,النزل السياحية,درجة رابعة,1,2,14,6,48
0x50AF8B3517DD18265275800816D863F9,0xE05D27F203D01B64D076A65AC5DC797F,3626,النزل السياحية,درجة رابعة,1,2,2,0,20
0x50AF8B3517DD18265275800816D863F9,0xE05D27F203D01B64D076A65AC5DC797F,3627,النزل السياحية,درجة رابعة,1,0,4,0,4
0x50AF8B3517DD18265275800816D863F9,0x3AB7FAFD4F22EF947C8D126A7BB1594B,3628,الشقق الفندقية,أربعة نجوم,6,0,39,6,72
0x50AF8B3517DD18265275800816D863F9,0x6E90A46C1BA204D5D0934162F4730A2C,3629,الشقق الفندقية,نجمة واحدة,4,31,0,0,41
0xFF0D21557DC36EEF691F12D93326C1BF,0x68F56387F887D1F23BFFED0EB237D652,3630,فندق,ثلاثة نجوم,4,72,11,6,90
0xFF0D21557DC36EEF691F12D93326C1BF,0x68F56387F887D1F23BFFED0EB237D652,3631,وحدات سكنية مفروشة,درجة رابعة,3,15,0,0,7
0xFF0D21557DC36EEF691F12D93326C1BF,0x68F56387F887D1F23BFFED0EB237D652,3632,وحدات سكنية مفروشة,درجة ثالثة,2,2,7,5,3
0xFF0D21557DC36EEF691F12D93326C1BF,0x68F56387F887D1F23BFFED0EB237D652,3633,وحدات سكنية مفروشة,درجة رابعة,4,7,14,0,8
0x803149F1E368CB2182E737150D71BA0D,0x88F16E4947EF801559AEDEA8FA07E290,3634,فندق,ثلاثة نجوم,4,38,4,10,40
0x803149F1E368CB2182E737150D71BA0D,0x84176755CDB37ABD0502494DE9D765C6,3635,فندق,ثلاثة نجوم,4,11,16,9,26
0x803149F1E368CB2182E737150D71BA0D,0xB465450FD87AB037DDAC763FDCD69E52,3636,وحدات سكنية مفروشة,درجة رابعة,4,14,7,2,5
0x803149F1E368CB2182E737150D71BA0D,0x84176755CDB37ABD0502494DE9D765C6,3637,الشقق الفندقية,ثلاثة نجوم,4,0,34,19,53
0x803149F1E368CB2182E737150D71BA0D,0x84176755CDB37ABD0502494DE9D765C6,3638,الشقق الفندقية,ثلاثة نجوم,4,8,21,5,31
0xF49CCC680A29B6B3C19B1F6A05E16157,0x3E949F40A48469D965333CEDA45F3804,3639,وحدات سكنية مفروشة,درجة رابعة,4,34,0,0,20
0xF49CCC680A29B6B3C19B1F6A05E16157,0x7F510B0C3077BDFD72826F4B73F9BB00,3640,وحدات سكنية مفروشة,درجة رابعة,3,6,6,2,14
0xF49CCC680A29B6B3C19B1F6A05E16157,0xBDA8E72038CBED89875BC79A31E6A2E1,3641,وحدات سكنية مفروشة,درجة رابعة,3,20,0,0,20
0xF49CCC680A29B6B3C19B1F6A05E16157,0x7F510B0C3077BDFD72826F4B73F9BB00,3642,وحدات سكنية مفروشة,درجة ثالثة,3,2,19,5,20
0xF49CCC680A29B6B3C19B1F6A05E16157,0x7F510B0C3077BDFD72826F4B73F9BB00,3643,وحدات سكنية مفروشة,درجة ثالثة,3,6,10,10,20
0xF49CCC680A29B6B3C19B1F6A05E16157,0xB47EC74C1A46911FBEBF491AE205FB60,3644,وحدات سكنية مفروشة,درجة ثانية,3,2,27,2,12
0xF49CCC680A29B6B3C19B1F6A05E16157,0x5EF2AC9662D6047B7484E6B02DB06A66,3645,فـلل فندقيـة ,نجمتان,1,0,0,48,48
0xF49CCC680A29B6B3C19B1F6A05E16157,0x3E949F40A48469D965333CEDA45F3804,3646,المنتجعات,خمسة نجوم,1,32,4,8,500
0xF49CCC680A29B6B3C19B1F6A05E16157,0xB47EC74C1A46911FBEBF491AE205FB60,3647,المنتجعات,أربعة نجوم,2,53,20,30,200
0xF49CCC680A29B6B3C19B1F6A05E16157,0xE673DAF69F82D37163135840C1EADAE0,3648,فنادق الطرق (الموتيلات),نجمة واحدة,2,24,8,0,60
0xF49CCC680A29B6B3C19B1F6A05E16157,0x3994AA53F0DD2E44152334E50153D971,3649,الشقق الفندقية,نجمة واحدة,4,44,0,0,20
0xF49CCC680A29B6B3C19B1F6A05E16157,0x900AC8AD5515AD4D7C54D714CAF5DC01,3650,الشقق الفندقية,أربعة نجوم,8,0,98,0,200
0xF49CCC680A29B6B3C19B1F6A05E16157,0x3E949F40A48469D965333CEDA45F3804,3651,الشقق الفندقية,أربعة نجوم,4,90,0,0,41
0x9351116F8E9D50190BB897B2EF710D5B,0x9CC7F95AD0F125F83EB8E37B27D46C45,3652,فندق,نجمتان,4,67,12,1,121
0x9351116F8E9D50190BB897B2EF710D5B,0x9CC7F95AD0F125F83EB8E37B27D46C45,3653,فندق,نجمة واحدة,7,50,50,0,90
0x9351116F8E9D50190BB897B2EF710D5B,0xA2A253D8746D8204BE0FCC7CB5F3288D,3654,وحدات سكنية مفروشة,درجة ثانية,4,12,14,0,30
0x9351116F8E9D50190BB897B2EF710D5B,0x138C33D9F5C2545754DDC8B5AA806C51,3655,وحدات سكنية مفروشة,درجة رابعة,5,3,24,3,30
0x9351116F8E9D50190BB897B2EF710D5B,0xFFB67B4201D34AF58551829CE1BF276E,3656,وحدات سكنية مفروشة,درجة ثالثة,5,22,23,8,20
0x9351116F8E9D50190BB897B2EF710D5B,0xA2A253D8746D8204BE0FCC7CB5F3288D,3657,وحدات سكنية مفروشة,درجة ثالثة,1,0,51,0,51
0x9351116F8E9D50190BB897B2EF710D5B,0x9CC7F95AD0F125F83EB8E37B27D46C45,3658,وحدات سكنية مفروشة,درجة رابعة,2,12,3,0,15
0x9351116F8E9D50190BB897B2EF710D5B,0x9CC7F95AD0F125F83EB8E37B27D46C45,3659,وحدات سكنية مفروشة,درجة رابعة,3,8,38,3,40
0x9351116F8E9D50190BB897B2EF710D5B,0x9CC7F95AD0F125F83EB8E37B27D46C45,3660,الشقق الفندقية,ثلاثة نجوم,4,10,13,13,34
0x9351116F8E9D50190BB897B2EF710D5B,0x295A0463656DA6FEB8F6226BE9B0173C,3661,الشقق الفندقية,ثلاثة نجوم,7,4,22,4,30
0xC8D94C27F718E15D58EB81FD3FBC0FFD,0x735840CE9D348E846734048281AE48E5,3662,الشقق الفندقية,ثلاثة نجوم,7,6,13,3,22
0xC8D94C27F718E15D58EB81FD3FBC0FFD,0x735840CE9D348E846734048281AE48E5,3663,الشقق الفندقية,نجمتان,4,25,27,2,48
0xF05A01614FFEA96C2D5844A0171AC09D,0xA92BFA11323877E9171133091809C256,3664,وحدات سكنية مفروشة,درجة ثانية,4,23,10,4,15
0xF05A01614FFEA96C2D5844A0171AC09D,0xA92BFA11323877E9171133091809C256,3665,وحدات سكنية مفروشة,درجة ثالثة,5,0,20,6,18
0xF05A01614FFEA96C2D5844A0171AC09D,0xA92BFA11323877E9171133091809C256,3666,وحدات سكنية مفروشة,درجة رابعة,6,17,20,0,30
